323903,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,1,323903,1
107501,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,#N/A,,#N/A
300582,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
302880,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
276580,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4453627,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
543553,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
556472,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__,#N/A,,#N/A
97639,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,#N/A,,#N/A
343047,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__,#N/A,,#N/A
833816,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
209337,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
320070,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
236694,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__, s__,#N/A,,#N/A
192598,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
534378,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__, g__, s__,#N/A,,#N/A
4406763,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__,#N/A,,#N/A
2110060,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
347320,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__RF16, g__, s__,#N/A,,#N/A
4385646,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__,#N/A,,#N/A
261441,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae, g__Desulfotomaculum_Desulfovirgula, s__,#N/A,,#N/A
2281515,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
741599,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
210945,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
262869,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus,#N/A,,#N/A
102222,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Pediococcus, s__acidilactici,#N/A,,#N/A
560092,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
174044,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
535920,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__, s__,#N/A,,#N/A
4461906,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__,#N/A,,#N/A
183564,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
139618,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
680592,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__[Eubacterium], s__cylindroides,#N/A,,#N/A
171718,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__,#N/A,,#N/A
333948,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
194665,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
4311537,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
4404900,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Myxococcaceae, g__, s__,#N/A,,#N/A
714962,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__, g__, s__,#N/A,,#N/A
4410881,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__,#N/A,,#N/A
237265,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Megamonas, s__hypermegale,#N/A,,#N/A
225335,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
302641,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
110905,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__, s__,#N/A,,#N/A
331562,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
605635,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,#N/A,,#N/A
4440945,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Candidatus Azobacteroides, s__,#N/A,,#N/A
351135,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,#N/A,,#N/A
326940,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
144969,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
179192,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4300311,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
3150938,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Marinilabiaceae, g__, s__,#N/A,,#N/A
264941,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
273913,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfomicrobiaceae, g__Desulfomicrobium, s__,#N/A,,#N/A
3919066,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__, g__, s__,#N/A,,#N/A
4433878,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
168200,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
326144,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
299508,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,#N/A,,#N/A
4155395,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
2079148,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio, s__,#N/A,,#N/A
4329857,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__, s__,#N/A,,#N/A
2850541,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__,#N/A,,#N/A
3441895,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Serratia, s__,#N/A,,#N/A
328472,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Varibaculum, s__,#N/A,,#N/A
257909,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Trueperella, s__,#N/A,,#N/A
2571975,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
349415,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__,#N/A,,#N/A
137916,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__, s__,#N/A,,#N/A
344636,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
309873,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
582672,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__,#N/A,,#N/A
287931,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
192215,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__,#N/A,,#N/A
366722,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
514521,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__,#N/A,,#N/A
70137,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
196037,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus,#N/A,,#N/A
4355972,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__EtOH8, g__, s__,#N/A,,#N/A
54116,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
339639,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
71649,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
301876,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
319780,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio, s__,#N/A,,#N/A
367215,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Holdemania, s__,#N/A,,#N/A
4321939,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
1743030,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
261966,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
591499,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Oxalobacter, s__,#N/A,,#N/A
4326861,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
552400,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
1106302,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
14177,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__Filifactor, s__,#N/A,,#N/A
229683,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
784193,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
819081,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
14035,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
866797,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__nanceiensis,#N/A,,#N/A
148228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__Mogibacterium, s__,#N/A,,#N/A
542179,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
254011,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__,#N/A,,#N/A
4356871,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
207007,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
4229175,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Gallicola, s__,#N/A,,#N/A
16062,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
350254,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
298149,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
993705,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
193509,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__,#N/A,,#N/A
4470518,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
240907,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
52441,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
184905,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
540623,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Acidithiobacillales, f__Acidithiobacillaceae, g__Acidithiobacillus, s__caldus,#N/A,,#N/A
260483,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,#N/A,,#N/A
4404461,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
161164,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4446736,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4414237,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
328827,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
142092,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
4355075,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
190518,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
520439,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
530323,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__[Eubacterium], s__biforme,#N/A,,#N/A
275197,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
4330226,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
807140,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__,#N/A,,#N/A
318645,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
698676,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
1110064,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
637934,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
311291,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
110317,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae, g__, s__,#N/A,,#N/A
4303698,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Acidaminobacteraceae], g__Fusibacter, s__,#N/A,,#N/A
925091,k__Bacteria, p__Firmicutes, c__Bacilli, o__Gemellales, f__, g__, s__,#N/A,,#N/A
585652,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
273091,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4363537,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__,#N/A,,#N/A
1691506,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
1776713,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__fragilis,#N/A,,#N/A
258304,k__Bacteria, p__Proteobacteria, c__Zetaproteobacteria, o__Mariprofundales, f__Mariprofundaceae, g__Mariprofundus, s__,#N/A,,#N/A
220242,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
4362809,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
330352,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
327270,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
170387,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
3769033,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
183157,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii,#N/A,,#N/A
303279,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
4466706,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
287593,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
176193,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
1139736,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
772543,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
181417,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
337773,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae, g__, s__,#N/A,,#N/A
4420081,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
110910,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
522591,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
1034052,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
268844,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
1140396,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Caldicoprobacteraceae, g__Caldicoprobacter, s__,#N/A,,#N/A
253639,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__RFN20, s__,#N/A,,#N/A
157579,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
520836,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Anaerostipes, s__,#N/A,,#N/A
577281,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
336691,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
270612,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
2883968,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
1123104,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__, s__,#N/A,,#N/A
548524,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__, s__,#N/A,,#N/A
233623,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
4331242,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__,#N/A,,#N/A
831409,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
229449,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
307448,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
526278,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
572394,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Succiniclasticum, s__,#N/A,,#N/A
188906,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4456875,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__,#N/A,,#N/A
547649,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__RFN20, s__,#N/A,,#N/A
4458034,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Geosporobacter_Thermotalea, s__,#N/A,,#N/A
144084,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__,#N/A,,#N/A
251373,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__YRC22, s__,#N/A,,#N/A
551419,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
589071,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uniformis,#N/A,,#N/A
4338742,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
179575,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
2636449,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__fragilis,#N/A,,#N/A
161277,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
164515,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Aggregatibacter, s__,#N/A,,#N/A
579326,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,#N/A,,#N/A
760901,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__, s__,#N/A,,#N/A
4373910,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__, s__,#N/A,,#N/A
